recording_file,sample_mid,is_positive
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7306,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9589,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1114,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3121,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11693,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1908,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11857,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,6783,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3562,1
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,1355,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11710,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6383,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8082,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9898,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3551,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2484,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1423,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11686,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7496,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8308,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7305,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6568,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4805,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11117,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5701,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10942,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3814,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4503,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,9724,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10151,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9192,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7106,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4652,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,140,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6722,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8083,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8812,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5801,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1734,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,937,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3963,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11024,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4309,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,570,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9195,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7638,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,565,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2569,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2102,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2541,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8066,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,112,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2685,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11933,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,643,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3032,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3938,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5975,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4640,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4626,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7184,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7507,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,576,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8632,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10975,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,356,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5791,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6705,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,2989,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1311,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9533,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,3984,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,321,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6905,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1501,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9143,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8730,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1257,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4341,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1550,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,11053,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7780,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8075,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10050,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11015,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5836,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10724,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6649,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,6568,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7706,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2515,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9268,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3393,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4742,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8219,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2333,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1896,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8432,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4946,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,742,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5535,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4148,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10704,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1872,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2489,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2138,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2843,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2945,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9418,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4973,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7069,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9907,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9122,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1781,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6690,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4294,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8947,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1551,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1736,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4773,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7095,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8766,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5078,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4377,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,1702,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11917,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11038,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,1141,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8079,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9237,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9850,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,2622,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5880,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3535,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1430,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2787,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1285,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7774,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3206,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,1650,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,1839,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3586,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,282,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6666,0
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,1175,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1254,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8436,0
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,779,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3810,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6628,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5345,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,967,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1818,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2102,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6298,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5393,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6876,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4731,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1687,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7386,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6340,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,638,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9393,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7091,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1066,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2027,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2150,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4047,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4397,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2438,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2165,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7475,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11083,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1307,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8229,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,6260,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6529,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4038,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1222,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8448,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1100,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,241,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3195,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4375,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7922,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4576,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5529,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4287,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4958,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2438,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5357,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4057,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6125,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1820,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6809,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11832,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,857,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9427,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5521,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9339,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4373,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7020,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1293,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6372,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,411,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8075,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6827,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1422,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2897,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8000,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1800,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1376,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9156,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,1391,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3621,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,2406,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,3525,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4060,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10569,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11176,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3934,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3007,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11816,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6927,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1439,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,896,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4587,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8465,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8215,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7511,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3846,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,832,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4325,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1459,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1167,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5987,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3486,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4255,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6112,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4260,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2105,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11138,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9625,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,360,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11866,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4727,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4658,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7000,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8632,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5974,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9426,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,52,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1770,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9490,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5173,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7974,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11023,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4532,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1335,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10641,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,214,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,9669,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6140,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8577,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11515,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6721,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10858,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7777,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2075,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8302,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10209,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,866,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3314,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2021,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,565,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3419,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2515,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5158,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8385,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9251,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8617,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6840,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7587,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10004,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,806,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8555,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9420,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10121,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3083,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3451,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7468,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8122,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7884,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7130,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5100,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5259,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,906,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10638,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4393,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8859,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,467,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4523,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2947,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8522,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10273,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2424,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,215,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9460,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,423,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1393,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,186,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,2116,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10884,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,26,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,678,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11418,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9452,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8701,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1692,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8172,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,4285,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1182,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9959,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4342,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,11605,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,304,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1272,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3992,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4049,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4623,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,174,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9180,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9244,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7040,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6174,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10028,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3746,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,2446,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3028,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,6640,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3013,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4085,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,613,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2787,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2073,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,1240,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7080,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7662,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5145,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4989,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4712,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,773,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4628,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,504,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4060,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7507,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10926,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10472,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2288,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4522,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8212,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3979,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8071,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9063,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9696,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,1711,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1224,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5932,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5850,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5289,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2939,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10249,1
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,991,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3878,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,3006,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,402,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4371,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2352,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4830,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10169,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6855,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10771,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3103,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7478,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2328,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7191,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8182,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,1878,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11929,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9386,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7057,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5301,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7911,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10383,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9961,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,887,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10360,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4030,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11933,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3609,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,539,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1660,0
